QKEY,CAMP20MISINFO_W79,MISINFOSELF_W79,MISINFOIMPACT_a_W79,MISINFOIMPACT_b_W79,MISINFOIMPACT_c_W79
201801154214.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801154215.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801154244.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801154253.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801154307.0,Not much,"Yes, I did",A minor impact,Not much of an impact at all,Not much of an impact at all
201801154320.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801154335.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801154339.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801154385.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,A minor impact
201801154411.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801154412.0,A lot,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801154471.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801154475.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801154489.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801154545.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801154608.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801154626.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801154667.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801154693.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
201801154702.0,A lot,"Yes, I did",A major impact,A major impact,A minor impact
201801154731.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801154733.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801154752.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801154754.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801154810.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
201801154846.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801154918.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801154932.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801154997.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801155023.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801155103.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801155181.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801155232.0,Not much,Refused,A major impact,A major impact,A major impact
201801155235.0,Not much,"Yes, I did",A major impact,Not much of an impact at all,A major impact
201801155242.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
201801155320.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801155340.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801155356.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,A minor impact
201801155358.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801155368.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801155374.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801155519.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801155585.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801155588.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801155599.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801155650.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801155654.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801155678.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801155739.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801155746.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801155862.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801155874.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,Not much of an impact at all
201801155899.0,Some,"No, I did not",Not much of an impact at all,A minor impact,Not much of an impact at all
201801155909.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801156026.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801156072.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801156141.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801156169.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801156195.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801156220.0,Some,"Yes, I did",A minor impact,A major impact,Not much of an impact at all
201801156266.0,A lot,"Yes, I did",A major impact,A major impact,Not much of an impact at all
201801156312.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801156332.0,A lot,"Yes, I did",A major impact,A minor impact,A major impact
201801156349.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801156371.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801156397.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801156414.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801156569.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801156575.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801156616.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A major impact
201801156656.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801156732.0,Not much,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801156754.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801156792.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801156825.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A major impact
201801156839.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801156873.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801156884.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801156889.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801156891.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801156893.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801156899.0,Not much,"Yes, I did",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801156934.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801156935.0,Some,"Yes, I did",A major impact,A minor impact,A minor impact
201801156954.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801156957.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801156961.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801157003.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801157004.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801157084.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801157118.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801157139.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801157373.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801157381.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801157445.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801157451.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801157488.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801157504.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801157563.0,A lot,"Yes, I did",A major impact,A minor impact,Not much of an impact at all
201801157606.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801157616.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801157681.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801157780.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801157802.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801157815.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801157839.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801157885.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801157934.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801157998.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801158020.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801158083.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801158104.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801158136.0,Some,"No, I did not",Not much of an impact at all,Not much of an impact at all,Not much of an impact at all
201801158236.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801158278.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801158338.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801158352.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801158375.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801158493.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801158519.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801158599.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801158634.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801158713.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
